,date,dailyVolumeInETH,dailyVolumeInUSD,totalVolumeInEth,totalVolumeUSD,totalLiquidityInEth,totalLiquidityUSD
157,2020-06-09 02:00:00,39434.128985674561196225,9511824.451781754709495148335270724,7186536.549276578650557371,1296300667.140382594115066634474502,207814.471152767233897922,50236696.04055950914938443199859108
158,2020-06-08 02:00:00,17901.445539920901221869,4316982.377185703217972080503926814,7147102.420290904089361146,1286788842.688600839405571486139209,204169.028630827385950586,49763855.83035483120940412011088695
159,2020-06-07 02:00:00,17901.660221807450135662,4313206.93194722678159080006705302,7129200.974750983188139277,1282471860.311415136187599405635307,208815.270985380771306308,50518480.07929114818718270389128738
160,2020-06-06 02:00:00,19564.04334817172147763,4730333.236563763962094849113066202,7111299.314529175738003615,1278158653.37946790940600860556826,209755.977500722145300284,50880922.74978728702587978308830463
161,2020-06-05 02:00:00,18704.905553822736438006,4537766.333038185847050183792414657,7091735.271181004016525985,1273428320.142904145443913756455216,212953.144782670862715856,51394358.01976016170381556116495583
162,2020-06-04 02:00:00,15126.350947377025358966,3686943.139573245186234926363873301,7073030.365627181280087979,1268890553.809865959596863572662807,213649.40715247815826413,52385984.52977929333740115452971045
163,2020-06-03 02:00:00,17253.566085654139725643,4130063.71627792746051459560813144,7057904.014679804254729013,1265203610.670292714410628646298934,212753.270510191035070436,51647074.47641815258424298688947764
164,2020-06-02 02:00:00,32255.696529311760536782,7777343.255286947490940147596383937,7040650.44859415011500337,1261073546.954014786950114050690792,210966.364902216593777282,50234802.33996671900900151189155743
165,2020-06-01 02:00:00,20811.010968266735533989,4987503.905479046773253270591739524,7008394.752064838354466588,1253296203.698727839459173903094389,216519.787847168517215382,53282028.03552285670411261148700453
166,2020-05-31 02:00:00,16826.98494473108743883,3998643.548794629497049169636247787,6987583.741096571618932599,1248308699.793248792685920632502643,219387.38502666837093948,51457344.54136040057752364538048459
167,2020-05-30 02:00:00,21839.171153523287441763,5016935.065479225307607190602551242,6970756.756151840531493769,1244310056.244454163188871462866421,220242.52653229866461721,53256648.52387199582745564855196208
168,2020-05-29 02:00:00,44335.419277213026523288,9648941.152548671985746703285796223,6948917.584998317244052006,1239293121.178974937881264272263865,230736.691792577685265844,50058023.29958219558940084296671085
169,2020-05-28 02:00:00,18814.485650132570108978,3965198.896854072962152302925988536,6904582.165721104217528718,1229644180.026426265895517568978065,232249.646384874055779554,49999194.231053518842596201708061
170,2020-05-27 02:00:00,24036.359260635388092778,4934624.198722732664161673692642887,6885767.68007097164741974,1225678981.129572192933365266052115,236508.546818934293179248,48972424.64295617080816813075203714
171,2020-05-26 02:00:00,34212.223594393806303395,6921134.14508389310386581767350963,6861731.320810336259326962,1220744356.930849460269203592359438,238256.876628349464062686,48078776.58154123482050980331403685
172,2020-05-25 02:00:00,13530.533872434209094645,2760233.381351171864051374729519618,6827519.097215942453023567,1213823222.785765567165337774685916,234422.217931645615141204,47917133.330234507424728639199499
173,2020-05-24 02:00:00,33723.012988535645909365,7034033.921390652481050354994171007,6813988.563343508243928922,1211062989.404414395301286399956424,237167.381383556191403234,48287609.13767622539356178972183706
174,2020-05-23 02:00:00,19348.541276056431446003,4024408.926069554557679340010314589,6780265.550354972598019557,1204028955.483023742820236044962261,234716.320276986169209934,48747572.30582309649550012166540797
175,2020-05-22 02:00:00,26763.312941586251871965,5364200.410438124256775574699390939,6760917.009078916166573554,1200004546.556954188262556704951922,235420.844873680950771214,48802247.30972029293976767450357463
176,2020-05-21 02:00:00,31090.607085887452990252,6284290.769051237565255268718266434,6734153.696137329914701589,1194640346.146516064005781130252544,249790.556797426671844694,49161992.4097797399019184339654051
177,2020-05-20 02:00:00,47006.736453876485098094,9988412.956072010102688298393782563,6703063.089051442461711337,1188356055.377464826440525861534289,249000.910885410961981618,52621421.68617814833646702022360688
178,2020-05-19 02:00:00,55927.855162305410833961,11902416.56921496472599884094910959,6656056.352597565976613243,1178367642.421392816337837563140499,272487.664474824217988898,58257907.67271520224152694541613376
179,2020-05-18 02:00:00,54358.560271347537030184,11473399.17017227052224003823785499,6600128.497435260565779282,1166465225.852177851611838722191396,291592.017488834726044114,62494684.07622705198647233401588289
180,2020-05-17 02:00:00,68786.723379983755772905,13890924.94937454961663481066278323,6545769.937163913028749098,1154991826.68200558108959868395353,312954.312020696701472922,63776662.27860784548301560934113705
181,2020-05-16 02:00:00,35429.464632348064236688,7040277.479263662350547599954414571,6476983.213783929272976193,1141100901.732631031472963873290691,316072.16915799247131267,62954688.39614349925655302034005541
182,2020-05-15 02:00:00,38003.19982708709741907,7524645.829674357826750730922836857,6441553.749151581208739505,1134060624.253367369122416273336324,324136.976205811438743682,63433233.05352744493879257918899021
183,2020-05-14 02:00:00,39350.672509087663325672,7846911.21519123394629993723548839,6403550.549324494111320435,1126535978.423693011295665542413507,319960.677833143240796674,64394226.62731927746190887271146267
184,2020-05-13 02:00:00,47641.846984831534172709,9200941.517502365840583272725664525,6364199.876815406447994763,1118689067.208501777349365605178038,326148.401442111757254552,64048955.37358884595311839593876688
185,2020-05-12 02:00:00,42999.648203344271492757,8160768.056176998950853001926003561,6316558.029830574913822054,1109488125.690999411508782332452364,323813.85978085650373966,61475858.10874446632393073239739367
186,2020-05-11 02:00:00,63233.429994090319479807,11878141.34154248571437443540970054,6273558.381627230642329297,1101327357.634822412557929330526345,326208.646566047326893688,61107958.06857330659554901122952719
187,2020-05-10 02:00:00,86865.401737259053877154,16597414.28005473127074245084316918,6210324.95163314032284949,1089449216.293279926843554895116666,323913.285593915428535458,61291929.66745247535523290161254766
188,2020-05-09 02:00:00,58438.606368175936390918,12409507.40797213526873199530729055,6123459.549895881268972336,1072851802.013225195572812444273501,309537.019545726866366202,65453679.64919163693520428378982577
189,2020-05-08 02:00:00,49974.318753200689060506,10584358.64429713236082969057423398,6065020.943527705332581418,1060442294.605253060304080448966216,303706.880542338247874388,64514174.90626220936196570911281217
190,2020-05-07 02:00:00,37081.439528673374946747,7676152.218503389415995562740307179,6015046.624774504643520912,1049857935.960955927943250758391973,302072.725788877714896362,63568850.52643610767205251617436045
191,2020-05-06 02:00:00,40383.901457566901023038,8317795.378637396138759546576742531,5977965.185245831268574165,1042181783.742452538527255195651687,304389.535006179918490038,61464859.45668182829538776155280658
192,2020-05-05 02:00:00,42552.368175347446678652,8712074.893071818874488276460316265,5937581.283788264367551127,1033863988.363815142388495649074974,301586.802083429785194546,61666199.90181736488124270604815518
193,2020-05-04 02:00:00,65044.062319993050676172,13234735.61551739826670132291847565,5895028.915612916920872475,1025151913.470743323514007372614689,314240.533342574974739302,64239151.39142353521995852707253467
194,2020-05-03 02:00:00,37558.8184140587420328,7962034.936992466043095874636745855,5829984.853292923870196303,1011917177.855225925247306049696214,305938.031872093813787742,63572294.50477848629073097973340959
195,2020-05-02 02:00:00,40795.118222684036857586,8620415.130678965223706826573722404,5792426.034878865128163503,1003955142.918233459204210175059438,307068.27678224780219185,65530530.63981283435668622898526281
196,2020-05-01 02:00:00,35810.437377376696686214,7491255.018816508735499609933719908,5751630.916656181091305917,995334727.7875544939805033484857063,305898.322566856911877564,64158776.13122681340096326517172545
197,2020-04-30 02:00:00,65651.24854019322362776,13972516.68768848137106092644458085,5715820.479278804394619703,987843472.7687379852450037385519869,300754.230081132976169196,61932287.53228007866992943950305748
198,2020-04-29 02:00:00,62569.766896570357911801,13050406.5672991201091470600813004,5650169.230738611170991943,973870956.0810495038739428121074056,308464.150394373002491918,65894853.96098055238362174498839388
199,2020-04-28 02:00:00,30802.610841991942655239,5988452.562476942402695829718615151,5587599.463842040813080142,960820549.513750383764795752026106,302115.706836235906703968,58980545.42864870832863665219356361
200,2020-04-27 02:00:00,38236.91175709106895537,7462384.233473449063066566448430556,5556796.853000048870424903,954832096.9512734413620999223074889,297470.098918167137630084,57929935.78842201766610155254257216
201,2020-04-26 02:00:00,44229.946979543805258935,8590158.422902309682771602066467813,5518559.941242957801469533,947369712.7177999922990333558590567,297116.22163188815110374,58159989.76545134432344129916622909
202,2020-04-25 02:00:00,37154.183494032859663363,7098195.186707267034972381724459082,5474329.994263413996210598,938779554.2948976826162617537925925,300277.99936421885448852,55989272.95502186800286760634751779
203,2020-04-24 02:00:00,37961.294189907294405203,7075468.303273179646495896899967836,5437175.810769381136547235,931681359.1081904155812893720681342,292916.524456646874418552,54567618.06360080133446577253968018
204,2020-04-23 02:00:00,45412.683414772388100382,8329878.400639528122666880832993298,5399214.516579473842142032,924605890.8049172359347934751681645,303529.905769206633847588,55984311.17575848507016802615611195
205,2020-04-22 02:00:00,69365.327957607190266677,12305228.83180049586873940623857389,5353801.83316470145404165,916276012.4042777078121265943351722,311699.094525313926584514,56482055.16633843280547327102322221
206,2020-04-21 02:00:00,38951.996950095806259688,6677730.252722337472371278047980986,5284436.505207094263774973,903970783.5724772119433871880966017,310583.668845839884297212,53048865.53373577841506683337140923
207,2020-04-20 02:00:00,37023.80533557197621758,6518424.683283853192706620597026194,5245484.508256998457515285,897293053.3197548744710159100486197,317516.342853286872222266,54250610.73546463126086223590626486
208,2020-04-19 02:00:00,29042.808650041439415202,5301665.705710062723891694798981336,5208460.702921426481297705,890774628.6364710212783092894515917,284767.261132661152188756,51788674.47333561672977138259115492
209,2020-04-18 02:00:00,107193.797960653787338868,18633192.32377098514444293164907029,5179417.894271385041882503,885472962.9307609585544175946526073,290662.670787043029306134,53911612.29058738500236640232187195
210,2020-04-17 02:00:00,15055.159332607490490573,2554957.743246654870451919624568589,5072224.096310731254543635,866839770.6069899734099746630035321,287945.186524746984079984,48914283.77525972255671144099430835
211,2020-04-16 02:00:00,42021.642265265740510396,6936177.425580278018384698547733398,5057168.936978123764053062,864284812.8637433185395227433789616,288378.815229502609485738,49218455.0291965574674745121667412
212,2020-04-15 02:00:00,15704.537848235514944459,2463117.363108073220341069957569966,5015147.294712858023542666,857348635.4381630405211380448312268,295405.262098838587472478,45187545.8266760946959981109979026
213,2020-04-14 02:00:00,17318.020468347936734676,2733974.101665045442800164525714046,4999442.756864622508598207,854885518.0750549673007969748736547,293370.971628236106222818,46492588.33784548629917695872527354
214,2020-04-13 02:00:00,16957.661756457017465721,2604121.150826656557296695848173256,4982124.736396274571863531,852151543.9733899218579968103479394,290405.59053051553848156,45480045.24020021163457607334358012
215,2020-04-12 02:00:00,11760.302199911293516209,1887669.35718998019482482897632045,4965167.07463981755439781,849547422.8225632653007001144997651,285048.239051717053540186,45298002.34280156219862713665810578
216,2020-04-11 02:00:00,9596.420158707344477952,1507041.274808698977295445588553167,4953406.772439906260881601,847659753.4653732851058752855234435,285021.100085637782989294,44098048.3724362557822886266358583
217,2020-04-10 02:00:00,21367.858742305901063735,3414871.656049926644326440549537885,4943810.352281198916403649,846152712.1905645861285798399348883,284454.986995928988986334,44507968.33511431827784036056579697
218,2020-04-09 02:00:00,12367.234193716029781281,2091865.318316744027563011791131021,4922442.493538893015339914,842737840.5345146594842533993853492,278631.615044535208400564,47159086.99626814634022861513803389
219,2020-04-08 02:00:00,17445.590636043216179184,2931891.933314369742577251651452611,4910075.259345176985558633,840645975.2161979154566903875942143,276975.822395073200876834,47342270.0600553874697811888614155
220,2020-04-07 02:00:00,30614.197214512459536748,5169570.935316942315685080414660277,4892629.668709133769379449,837714083.2828835457141131359427656,279785.276047950641461222,45487248.82812297028209909600851282
221,2020-04-06 02:00:00,30576.429169652253904435,4762480.579390784328113305454225115,4862015.471494621309842701,832544512.3475666033984280555281021,272174.242202839356220878,45711759.93200722249345950583321611
222,2020-04-05 02:00:00,8927.205099052304799644,1268873.102127027561992602012758398,4831439.042324969055938266,827782031.7681758190703147500738827,275038.08839505502369656,39096021.8450135653010883484207921
223,2020-04-04 02:00:00,11127.36254460964314299,1576016.328649678164791667317037401,4822511.837225916751138622,826513158.6660487915083221480611222,274729.06257121247723758,39342126.46977079845164734842980438
224,2020-04-03 02:00:00,14921.813319500637908645,2115120.76826807179654350155262503,4811384.474681307107995632,824937142.3373991133435304807440862,273345.915587938808485552,38638941.40408942296285217852305446
225,2020-04-02 02:00:00,17539.968272756481747848,2456615.163593983123348993384889343,4796462.661361806470086987,822822021.5691310415469869791914615,273569.828273702937439338,38724171.46939345863992955144439038
226,2020-04-01 02:00:00,12233.866750294816645107,1604434.754716035689439126014362976,4778922.693089049988339139,820365406.4055370584236379858065704,274772.458548357315240028,37116062.95380613029032150961725897
227,2020-03-31 02:00:00,12765.361103389126850784,1689736.829805159825658115533930697,4766688.826338755171694032,818760971.6508210227341988597922074,275015.554046490661387154,35625553.94237546432263873023292303
228,2020-03-30 02:00:00,14785.972278435156282328,1926250.66062632686761378206688102,4753923.465235366044843248,817071234.8210158629085407442582736,273922.959654604240206384,36200597.56695072145803109543646271
229,2020-03-29 01:00:00,11294.680778571984071895,1437058.447077543630859011524132128,4739137.49295693088856092,815144984.1603895360409269621913906,274846.72510773267340554,34253135.95431081260673925559013322
230,2020-03-28 01:00:00,20237.869866559546604354,2590849.939947723916203684374270781,4727842.812178358904489025,813707925.7133119924100679506672569,272904.856464886244815052,35507421.56812620236537263495404378
231,2020-03-27 01:00:00,20208.815710548174292397,2758261.165397989907190399345262202,4707604.942311799357884671,811117075.7733642684938642662929856,270341.630112309324916764,35488822.17152951255374982969737714
232,2020-03-26 01:00:00,18032.795691722304922521,2430716.542327468107267464955014768,4687396.126601251183592274,808358814.6079662785866738669477222,267805.633860304627993192,36903626.9818941456559626790383458
233,2020-03-25 01:00:00,22382.105738518570411237,3053507.003875615229513340588638698,4669363.330909528878669753,805928098.0656388104794064019927055,265306.33484683422590902,35734626.53537624539150786951011903
234,2020-03-24 01:00:00,26110.710677283894041262,3573036.444658864569480075861094424,4646981.225171010308258516,802874591.0617631952498930614040673,265145.47002127547024486,36370188.74550281240920428309216054
235,2020-03-23 01:00:00,28345.399565047567445018,3617718.547019750340977573551133306,4620870.514493726414217254,799301554.617104330680412985542973,263508.713309353249915254,35538511.18593751310966200697135886
236,2020-03-22 01:00:00,26471.51259053564838858,3394698.726110386686579625008381167,4592525.114928678846772236,795683836.0700845803394354119918346,265922.679774181833984204,32461376.01136823525898467511978418
237,2020-03-21 01:00:00,22609.746875506766175921,2969760.620604085946277907699185326,4566053.602338143198383656,792289137.3439741936528557869834518,259647.01097428162687444,34458951.4295995729194957533897086
238,2020-03-20 01:00:00,55867.529616572034819703,7596094.667977981951367528529161488,4543443.855462636432207735,789319376.723370107706577879284267,256374.46885734994365651,33532184.06963796871672808378555203
239,2020-03-19 01:00:00,52094.788928053164830521,6620044.655264735411862584396518456,4487576.325846064397388032,781723282.0553921257552103507551076,252017.822030050875766578,34306176.74776336685731606310233591
240,2020-03-18 01:00:00,34061.244672078561864914,3879924.34797175985415446487894719,4435481.536918011232557511,775103237.400127390343347766358586,252730.688860288901237718,29561116.93879072490260929933443985
241,2020-03-17 01:00:00,60317.611508585151237841,6921115.487757041818248571799693497,4401420.292245932670692597,771223313.0521556304891933014796402,250610.01736838473095222,29116198.70249307393819425890691656
242,2020-03-16 01:00:00,157618.726378557378921123,16996641.51973736757809674869583679,4341102.680737347519454756,764302197.5643985886709447296799475,246847.073532284732767236,26928592.39187619259584188238776833
243,2020-03-15 01:00:00,92860.188421772837160667,11241300.91283999387181195030216128,4183483.954358790140533633,747305556.0446612210928479809841065,241701.914438920337205012,29311804.44704104772093987587555168
244,2020-03-14 01:00:00,64470.509103673734828828,8207777.745862110969281262316476382,4090623.765937017303372966,736064255.1318212272210360306819481,239327.875733465931253874,28887525.91493794473354850484394089
245,2020-03-13 01:00:00,343506.106800402107040786,39690415.05965993303585386486124571,4026153.256833343568544138,727856477.3859591162517547683654701,237592.722240452228264772,32042354.10087153140370876174308246
246,2020-03-12 01:00:00,238530.119011338551472453,32778631.02598258853766489341211936,3682647.150032941461503352,688166062.3262991832159009035042261,246152.305487939549155872,27303555.4866406996319738516528198
247,2020-03-11 01:00:00,31772.106576109925939453,6118728.897309482978412692344683225,3444117.031021602910030899,655387431.3003165946782360100921079,268790.65054998741279925,51705921.8782654005381220039878587
248,2020-03-10 01:00:00,31587.37538756330370096,6374946.498667493600335390993730479,3412344.924445492984091446,649268702.403007111699823317747426,267834.108436734451500806,53830253.68243989021938488942807771
249,2020-03-09 01:00:00,48399.940729141238366842,9635697.602049532383950345781783464,3380757.549057929680390486,642893755.9043396180994879267536989,265465.066553442337932182,53154618.72351169839367218935200867
250,2020-03-08 01:00:00,32868.723541005666413974,7194497.533430348317594485069879847,3332357.608328788442023644,633258058.3022900857155375809719143,263610.314562347740667396,52428321.01757405723246116503748189
251,2020-03-07 01:00:00,17156.684852931594963702,4168192.635123407474908408410022142,3299488.88478778277560967,626063560.7688597373979430959020311,258466.49817000351342585,61322348.15705033617009982433789105
252,2020-03-06 01:00:00,14018.623659162523717747,3302485.163390473722434605159325015,3282332.199934851180645968,621895368.1337363299230346874920038,255564.48279811495579034,62545574.54305649905179859594691569
253,2020-03-05 01:00:00,15762.667718063239684707,3609799.699520451041292622792317205,3268313.576275688656928221,618592882.9703458562006000823326836,259270.76851839844277091,59176327.15358780188844484225817941
254,2020-03-04 01:00:00,15501.876019869455225582,3463888.413374095608121926299200262,3252550.908557625417243514,614983083.2708254051593074595403644,257588.711187831397091548,57608745.79239809680311707721664841
255,2020-03-03 01:00:00,17763.269083297640100075,4009205.549082848941086825657306794,3237049.032537755962017932,611519194.8574513095511855332411616,257902.946804534440082682,57705198.09538623073262339995799617
256,2020-03-02 01:00:00,16450.427563287194223034,3701693.669988236485744606425844856,3219285.763454458321917857,607509989.3083684606100987075838542,256530.477817656590525582,55431647.38279237052346061934377337
257,2020-03-01 01:00:00,22657.680110543219669834,4964778.616278311809711068284967302,3202835.335891171127694823,603808295.638380224124354101158007,256197.051761454357872378,55411008.91707158816833133491890978
258,2020-02-29 01:00:00,13839.599843008879027721,3137939.747336052597370923128118484,3180177.655780627908024989,598843517.0221019123146430328730407,255491.889577690699208876,56175966.60258665845580723128179552
259,2020-02-28 01:00:00,22800.121468322903565815,5125944.815223291531779747961825467,3166338.055937619028997268,595705577.2747658597172721097449221,252669.49005841635428801,57764458.76043170211455325161401405
260,2020-02-27 01:00:00,29653.337589281616385288,6661692.442748121370257893961977489,3143537.934469296125431453,590579632.4595425681854923617830952,248476.372615620591848192,56788231.44498100133444903819150288
261,2020-02-26 01:00:00,29157.099640785913172448,6838835.258878040757973225983121514,3113884.596880014509046165,583917940.0167944468152344678211162,241372.894829185585181796,54582955.89767088884992588234938308
262,2020-02-25 01:00:00,19606.992468047655273168,5044764.180835391786155305880532394,3084727.497239228595873717,577079104.757916406057261241837992,242176.51249842766006888,60418645.92052446700373993709901509
263,2020-02-24 01:00:00,15849.848430670246900509,4237271.369144924382209297503693216,3065120.504771180940600549,572034340.5770810142711059359574584,239188.551703626833453866,63229281.10644841934934502502961886
264,2020-02-23 01:00:00,10669.285644565509089016,2872284.135204326356414172175054594,3049270.65634051069370004,567797069.2079360898888966384537649,239657.965994279814787648,65506175.33044039700000340664835653
265,2020-02-22 01:00:00,14613.437843951749375269,3822033.715359767703996676468211016,3038601.370695945184611024,564924785.0727317635324824662787119,241088.546342969387666502,63115895.70149566127628440775814737
266,2020-02-21 01:00:00,15778.583946913041565412,4153143.577306934718896987510723872,3023987.932851993435235755,561102751.3573719958284857898105007,238156.766371264910590128,63555070.37931125065857415388515249
267,2020-02-20 01:00:00,17972.149213414999759982,4629073.121488104885175426032974123,3008209.348905080393670343,556949607.780065061109588802299775,239245.782799296138287442,61733720.72745346617749551704998288
268,2020-02-19 01:00:00,32375.165013659702775041,8961688.816159791600129032011480623,2990237.199691665393910361,552320534.6585769562244133762668009,243382.498892559890669848,63352748.26033358913323886445814345
269,2020-02-18 01:00:00,24732.743150431351532683,6750925.021142599409314267870202036,2957862.03467800569113532,543358845.842417164624284344255317,293487.192250971101975174,82888366.14394977669973417285601041
270,2020-02-17 01:00:00,21723.753439128677982091,5510108.343011529609455175386431593,2933129.291527574339602637,536607920.821274565214970076385117,293727.461667255756342546,78126274.19449903777025644055399563
271,2020-02-16 01:00:00,24116.820678211748441658,6273611.282619042412999169512182453,2911405.538088445661620546,531097812.4782630356055149009986839,296402.117614059382469338,77292377.96204756535082323687369436
272,2020-02-15 01:00:00,36375.808630514975083068,10152201.66927832620185721330325799,2887288.717410233913178888,524824201.1956439931925157314865034,292663.135476028435573236,77875478.9328385970567011180181406
273,2020-02-14 01:00:00,29944.186191820573911938,8256782.219047130470451950385237589,2850912.90877971893809582,514671999.5263656669906585181832444,289720.878559356131521742,82574059.8914122181936050121431495
274,2020-02-13 01:00:00,22045.400739492238234082,5902265.735510652898315203329401702,2820968.722587898364183882,506415217.3073185365202065677980034,311471.936275044355369726,83455115.27538229265841099239702602
275,2020-02-12 01:00:00,31161.941767475331801398,7973429.596876413883586461633279201,2798923.3218484061259498,500512951.5718078836218913644685979,297371.258310407102321164,79069165.27549804484880142347797444
276,2020-02-11 01:00:00,20502.871762038222163057,4663494.769909767565208429278101817,2767761.380080930794148402,492539521.9749314697383049028353209,306968.803929207493324482,73027465.97733509724535224754503229
277,2020-02-10 01:00:00,17224.824129132615689103,3842382.782661120883953562067121952,2747258.508318892571985345,487876027.2050217021730964735572232,308551.43789733542498257,68765996.66342717119353922129531746
278,2020-02-09 01:00:00,19533.043671663476449832,4517971.447132739374718932981473316,2730033.684189759956296242,484033644.422360581289142911490101,305526.89410648857931582,69810566.22065494504160043117122163
279,2020-02-08 01:00:00,14297.541539235589392449,3180788.150434525280092093541507272,2710500.64051809647984641,479515672.9752278419144239785086264,303936.987116269296443902,67838694.96652925609757175253256272
280,2020-02-07 01:00:00,16352.036067691912837763,3579649.470056724616283100382664125,2696203.098978860890453961,476334884.8247933166343318849671162,304430.832029468879197198,67704125.00015689479853317448556413
281,2020-02-06 01:00:00,18374.196638016587599664,3848220.758033681838592912898094154,2679851.062911168977616198,472755235.3547365920180487845844509,308766.431728401273785992,65401227.93633877573809740134667624
282,2020-02-05 01:00:00,23982.71967573005140875,4658966.425391186322279606669260896,2661476.866273152390016534,468907014.5967029101794558716863547,310252.45355800759673709,63107987.01266030912599629808547334
283,2020-02-04 01:00:00,12594.868456308897875169,2370817.329581553286584395162712412,2637494.146597422338607784,464248048.1713117238571762650170964,315924.674597400033056104,59313614.63223123866247202553229931
284,2020-02-03 01:00:00,19633.994600528010030285,3731278.386990550823873617215434527,2624899.278141113440732615,461877230.841730170570591869854383,312867.229665057750488544,59504256.86226183593861307717814213
285,2020-02-02 01:00:00,13002.594881496794861193,2447411.524877059818013882024369144,2605265.28354058543070233,458145952.4547396197467182526389484,306903.654753492915729712,58052163.45224367276838672973075254
286,2020-02-01 01:00:00,8436.445465401665878464,1537172.431311494264352328990145023,2592262.688659088635841137,455698540.9298625599287043706145798,305972.140620191928606196,56147954.54531303483086597993116084
287,2020-01-31 01:00:00,10019.250613086460924934,1808176.878792326340281752141443213,2583826.243193686969962673,454161368.4985510656643520416244328,303487.60372344948739022,54594198.02953552476993225287650984
288,2020-01-30 01:00:00,11965.350336078060020425,2122080.210937008899960593513082424,2573806.992580600509037739,452353191.619758739324070289482992,300125.037795983266510134,55311444.97990743067963047929793397
289,2020-01-29 01:00:00,12268.40689344988380769,2173711.936675590564671363675045228,2561841.642244522449017314,450231111.4088217304241096959699137,300927.146524872195623882,52797640.9413637394802523752422904
290,2020-01-28 01:00:00,13774.079768631769547802,2373776.538518495330372433313233038,2549573.235351072565209624,448057399.4721461398594383322948719,298766.058500378717436298,52235042.09626018338772329883823643
291,2020-01-27 01:00:00,9058.355990832735500528,1524890.700446245308184931210715871,2535799.155582440795661822,445683622.9336276445290658989816415,297156.26213806879106988,50405367.68820485756322529539254735
292,2020-01-26 01:00:00,5709.876615419193482751,929115.3774872089152305034384372151,2526740.799591608060161294,444158732.2331813992208809677709258,295232.996459452091904664,49088100.84350506658617185074566641
293,2020-01-25 01:00:00,7140.364668623709051116,1143870.375722423828326966987693234,2521030.922976188866678543,443229616.8556941903056504643324878,294630.86784259168289738,47357942.42831334966159119948788175
294,2020-01-24 01:00:00,11201.891995465524353065,1799706.615657976599386676979696741,2513890.558307565157627427,442085746.4799717664773234973447935,294700.176969844706859882,47717489.40022844269596733182095893
295,2020-01-23 01:00:00,10889.049825108106723634,1776859.119385508976222092384652879,2502688.666312099633274362,440286039.864313789877936820365097,292614.436343029630752904,47474649.48994740899935170790839992
296,2020-01-22 01:00:00,14689.224306994477642507,2458304.361525490113343875031445471,2491799.616486991526550728,438509180.7449282809017147279804441,288045.352597991095153174,48171274.81480208163617784773130451
297,2020-01-21 01:00:00,12980.049293946868491396,2165911.915130653740986742479159621,2477110.392179997048908221,436050876.3834027907883708529490002,287816.039592885637680898,48403455.9351977927576741370606848
298,2020-01-20 01:00:00,16809.122295582886190919,2779519.15536460130193992728024361,2464130.342886050180416825,433884964.4682721370473841104698395,283889.074023235201193038,47187172.52952520747562806789833184
299,2020-01-19 01:00:00,13418.424524669937303911,2279250.838999492936926665532600863,2447321.220590467294225906,431105445.312907535745444183189595,283630.465818943069169716,47105852.87855313361350387789148069
300,2020-01-18 01:00:00,15986.528958714157113098,2766457.177167444602823394975980957,2433902.796065797356921995,428826194.4739080428085175176569944,271331.254245924961196748,47614971.61669783797680393346994221
301,2020-01-17 01:00:00,19787.623120630418411998,3335860.926256499700689389382582883,2417916.267107083199808897,426059737.2967405982056941226810121,275850.26171916681076091,46943377.28600484309688398755913965
302,2020-01-16 01:00:00,17727.83985441727560372,2880546.820432223720500524817185169,2398128.643986452781396899,422723876.3704840985050047332984296,231809.233161040908450428,37975176.09629491597316232936748271
303,2020-01-15 01:00:00,19821.04639474197991237,3271209.178023173048015274585682331,2380400.804132035505793179,419843329.5500518747845042084812441,223153.247537640867382098,36874583.94762622566639661528443183
304,2020-01-14 01:00:00,20522.454605779945462571,3196899.649415220979237174975686382,2360579.757737293525880809,416572120.3720287017364889338955681,222842.577116778498919514,36756629.37004274494264935489226347
305,2020-01-13 01:00:00,11030.187598389620681761,1590348.586448492884709541355610238,2340057.303131513580418238,413375220.7226134807572517589198838,222469.748507560917376,32134102.80720665340818489075996122
306,2020-01-12 01:00:00,13491.742528918015461261,1949865.499077964021128150734894182,2329027.115533123959736477,411784872.1361649878725422175642739,219076.860013424737594592,31861708.11934222034036473788370785
307,2020-01-11 01:00:00,15438.115369704585987122,2215453.788659450584034003061708539,2315535.373004205944275216,409835006.6370870238514140668293779,219132.544531671869068054,31472343.74776028167204214282849169
308,2020-01-10 01:00:00,10447.840573690617668798,1449786.254759156134545167391781623,2300097.257634501358288094,407619552.8484275732673800637676691,219118.87701319724325281,31374259.34731306585177362431439504
309,2020-01-09 01:00:00,13053.050973426529732539,1807353.227028785438944097850292082,2289649.417060810740619296,406169766.593668417132834896375889,220250.041961948693689512,30357938.0955791843392444163829087
310,2020-01-08 01:00:00,20279.115056054931060698,2905389.122514776805265874919399721,2276596.366087384210886757,404362413.3666396316938907985255978,220025.887019663716520146,30793626.57519779214839515124539927
311,2020-01-07 01:00:00,12764.253986758423090984,1824665.304766437793797175900000468,2256317.251031329279826059,401457024.2441248548886249236061998,211730.338694936115712766,30518508.73466355827372898883142011
312,2020-01-06 01:00:00,22283.162690596073987156,3133488.354203164022797907932849601,2243552.997044570856735075,399632358.939358417094827747706199,209975.122152382713694806,30173793.43703508969087582065333375
313,2020-01-05 01:00:00,7800.041889503131795453,1060523.433271625543760636598719651,2221269.834353974782747919,396498870.5851552530720298397733477,210432.965087561646457762,28427262.70797499165493880462409951
314,2020-01-04 01:00:00,5773.475020424525833829,768180.2761870220700426493545820683,2213469.792464471650952466,395438347.1518836275282692031746293,208869.140261598836514686,27822381.26667798835910536708204843
