,tokenSymbol,startTime,ethLiquidity,tokenLiquidity,ethBalance,tokenBalance,combinedBalanceInEth,combinedBalanceInUSD,totalUniToken,tradeVolumeToken,tradeVolumeEth,totalValue
15,DIP,1555715749,40.426284317528707444,283881.626080602657894319,73.651277234365110686,261909.019342333892236261,147.302554468730221372,71267.868667150139787846,40.00024140213136216,68340118.419691717375585274,7084.976552361099047938,1251082368337.154834857552486369
16,ULT,1544490368,116.848924511899327193,176780.906678187495068658,65.220590350704233819,331338.166867330510365574,130.441180701408467638,62921.79613432969271383220516396949,151.775390337143296987,3564532.090109314366394568,1651.646426735209109584,9660707873.370839290167261521
17,DAI,1541137942,-1087.376075403109573887,-263609.556224500206221336,62.539650631328644017,12514.658908982904028814,125.079301262657288034,60320.490798680803245871,42.805313864612168452,159830749.185454788480777328,851490.98520772210710433,32190703923.395845877171448999
18,ANT,1541935097,-343.45686355285384941,70676.751888955144210149,62.9859494090802984,8715.223485739089069275,125.9718988181605968,59285.508612264015498182,38.124362987108845064,9544769.79900313579843621,43545.754833949303652746,2348019054.600279875000650481
19,ZCC,1572513643,81.287045653807348871,144342.519521382247735471,77.348054252747551782,152207.386325094357388356,154.696108505495103564,57747.56892492574951883037493845107,96.602571805437998416,214414.078417122169826937,126.601789371205549733,385593457.109426783222667573
20,ICK,1584327220,40,200,64.222019848262685407,127.291557279071215259,128.444039696525370816,53029.32814324610310810434775416483,40,734.377263380588411685,695.181256882903501497,1043.572444261159595441
21,REALTOKEN-10024-10028-APPOLINE-ST-DETROIT-MI,1580739630,65.314655571271132231,110.561172776180981097,48.943257151116084923,158.535628817041768764,97.886514302232169847,47200.76411867467006944730395435295,63.914923144082859401,1840.870531578969911125,1107.053668559802589232,3541.144213020012585579
22,SNX,1565331507,-2368.160390193821759575,259038.40321292925733677,48.604304937003862024,4573.81759981227446772,97.208609874007724048,46959.092269143244427549,13.305301519465356374,82626839.456000590672950936,441364.077666257497929957,18322753529.828684505006626051
23,CNSL,1579564079,-0.116650922988819844,-0.000269993302288577,0,0,0,44734.694913520319218512,0,48.441987006008421741,57.308857797479058314,42.137837528444058208
24,USDx,1568761337,13.261419766417489616,-3134.195948396307507935,0,0,0,38914.99418370217061964730480661649,0,136047.504065900669368923,748.523007540574213626,26371721.175032280971409433
25,REALTOKEN-9336-PATTON-ST-DETROIT-MI,1580739639,60.236355802386484802,183.151684907650524138,39.928933935138133407,290.881181161219198393,79.857867870276266817,37339.39229854554272316184707300364,61.759159183373624104,1549.884692438825514233,447.069960120996329623,6071.400963023829111493
26,REALTOKEN-8342-SCHAEFER-HWY-DETROIT-MI,1587670870,66.866886587795766489,169.063457455695294133,39.45586945531182191,321.935856421538309778,78.911738910623643824,34100.57522904891194223,58.704008773715199739,1889.510109411025463199,359.534514789112148357,10697.416248331610095162
27,LEND,1552561922,-731.784362008525022987,1741649.363521487545663063,32.834585384746741759,21279.231197603340476743,65.669170769493483518,31564.437459150772458053,4.258047035503694176,96706413.785132103665410088,38865.514730691559669698,368485095389.519319352502764426
28,LINK,1541138090,-734.9402094716580076,21360.753329970192485568,32.4475557326671211,1977.049470852920926523,64.8951114653342422,31320.123141943872266536,8.745589716600869897,10252413.850818580941409451,160531.983529286141585874,848349647.595004040948062251
29,AUC,1552384092,1.815214758392943479,421244.14624704070625478,32.214450095203359821,131793.499747013437080652,64.428900190406719642,31171.96720518225122885739668031446,15.3295531233498354,20329236.484659432897870986,5693.746845212059798726,196886920510.919423649477211335
30,REALTOKEN-20200-LESURE-ST-DETROIT-MI,1583784613,54.375663769040232433,126.827975662481089505,32.321151696306471382,221.407074925746819862,64.642303392612942767,31150.75162106604599193475086623196,49.822617258593661217,851.096910915772326343,259.427434529322262483,3303.045395196331752187
31,MLN,1550765537,8.686184518160134676,798.578864297660736857,32.176088794313095949,701.943915931171118669,64.352177588626191899,31085.39015893237372990628051917005,35.137512813726471609,172936.768881969509940282,8104.707178946007435925,5038358.425873918964921242
32,REALTOKEN-9943-MARLOWE-ST-DETROIT-MI,1568063068,48.188343372515688141,133.299553887072099171,32.710025784537216665,200.04448830256325274,65.420051569074433331,28141.038845108412808624,46.919254119650912447,614.990300671435864477,235.910433801653199534,1763.36422658347585653
33,RKFL,1576918287,53.236942654265853917,-10455.04525834,0,0,0,27083.87972454948073535768931384174,0,23547.36994064,103.505980550842648017,6239148.856424859325976258
34,ULT,1575462491,18.475859966633831213,-148772.687995663385388544,0,0,0,25793.41152340404574733090046728721,0,339171.341382938717326122,49.003085536887432059,2504627747.356843184048876099
35,REALTOKEN-5942-AUDUBON-RD-DETROIT-MI,1577763096,49.887941063971420443,90.991801058915827193,29.734191084668335675,154.129809436230510563,59.468382169336671352,25506.16013192127954305709485436231,49.955507629197171822,368.259852680923627206,142.233035929216181784,1063.205352999533574764
36,FUN,1541581673,141.899479988154052658,-3586395.70235671,24.987324507811433107,3054770.13686575,49.974649015622866214,23652.896528813405690243,62.377960054046505974,402898702.75862456,6958.262701990249637657,25944022705813.611539339029860479
37,RSV,1583875868,10.042803090795978169,-2058.157023907167475252,0,0,0,22475.366762626473404828,0,14663.134411459461710548,74.918899381549754509,2928131.703621488314777457
38,EVX,1576078763,9.448486602054939584,-6259.7281,0,0,0,22104.43396754232946524200990942722,0,47048.9415,72.652514137518762916,30620149.395278144569351341
39,aDAI,1578599660,38.656453027148909677,3340.221490545068465491,20.829812439622718133,9000.92305223415388956,41.659624879245436266,19635.93178424543007627681427411245,34.021572124609158672,377123.428905248202450329,1509.2817244014089824,101839309.862768925344284973
40,FND,1551257148,16.195834461936241854,1096648.516490273017750678,20.744157030615361547,877377.278364214567395965,41.488314061230723094,19539.239210392337781983,16.364880779710093691,8914386.002116357687542671,97.603955814373942063,1138315592433.153849708399708927
41,REP,1541138144,1415.889701710309497262,-21772.101716239826891692,20.459308906502755323,718.588985226801395157,40.918617813005510646,19226.96975965437506492276573733743,28.0878629172556456,1863724.635386957418093891,123839.993002719186324319,29404610.710798469481862162
42,GEN,1550437088,38.066313988103224736,1059.923103957854397334,19.311860305166294569,83652.035626887702768883,38.623720610332589138,18686.914546877180491914,31.821784435783388408,13952204.489907445199588265,6153.938490756567038555,39628566066.809560238584770932
43,DGX,1544297189,-3.976770047270796312,155.772363988,18.672704914752382694,165.785772034,37.34540982950476539,18023.89745907536390641634259322365,29.789979014989141845,21938.734145722,5824.553959716932232112,100820.382675324548722893
44,PASG,1578155131,18.757986802416253416,246.190268648217631363,20.41187684291768152,218.240916983743822944,40.82375368583536304,17560.714348615795615214,16.216021701304245949,935.396134408560482069,118.172561022873109272,9643.234646443749357211
45,ZAR,1569644428,-0.022209857086652384,1720.124142,0,0,0,17452.41608009719753570919876616252,0,135783.919308,63.633864628694837734,335049086.217977341658963618
46,FAME,1575853652,-22.91410662727834766,106.387267178563473188,19.876342293992505994,8.307992523886638575,39.752684587985011996,17323.19628055997839249563755086137,3,506.472068658820936373,947.13211229896549398,868.72937450915831759
47,PAS,1580644167,28.643744351816471484,20255.929559291311516129,20.969624074937851712,27845.300736222843742555,41.939248149875703424,16020.2455536347340551114307742199,27.705994957359521469,44586.789962994956014694,51.430216969860884388,44880438.856045978397380577
48,SNT,1541138173,14.855189973606201282,104343.757088156126846287,16.256010432391258322,296689.229944222330642464,32.512020864782516644,15551.55492760054415280811553019679,27.369743873980635378,79520059.954037520307581503,8612.12849608979121747,792363068038.36406084406896673
49,ZRX,1541137890,85.575077260187083727,-109598.389865379124877672,15.568955733326716906,19814.766760418806756791,31.137911466653433812,15020.2053279361244770128118327666,29.605194202208907209,25092834.039864417232301793,34461.822762073896263945,19405716746.973048780863243685
50,sETH,1560264887,-30.60162927600437984,74.172639381131869669,44.295433602958040453,44.042786894216236049,88.590867205916080919,14995.93095493732612388132953256524,42.692168869877566136,17791.31113364185538881,17526.788814431056419889,18147.398304538934143404
51,XIO,1572637370,-307.530755175563256076,964502.098860073364766188,15.772321728117222691,31731.93839163058866097,31.544643456234445382,14779.114641046732292572,10.07340923000858216,72846043.70521242825850912,35222.714197347995646291,378908677068.134049821151037988
52,DEV,1580794678,-2.28269906137920553,7677.423813409449325986,0,0,0,14256.500457072554075027,0,7899.279813409449325986,2.346200100158322338,26210071.285236574126178246
53,TGBP,1568766576,4.781051684863646645,-1209.983428314799879272,0,0,0,13904.129867369143911354,0,44936.030690961668477324,298.461051533387590847,7403276.421754807650863911
54,CNCC,1576590196,434.746371277729021708,-177897.170350944093389986,18.464863661548727339,526532.212276557828145603,36.929727323097454678,13802.31840715920443323399961351246,68.304776631743707157,60896995.900410688117362881,59242.505557772090327181,139480020076.289889930873666559
55,REL,1575504761,-3.154221681914471843,12837.300612051663857283,0,0,0,12845.57147239733708441713490272381,0,163706.281706630638005191,64.851888303925813377,483338307.147263666406559098
56,AST,1554696086,7.704805405084742284,97152.2142,13.326922419343285218,66793.1566,26.653844838686570436,12797.07230015381770693690800133077,13.727874687503711921,3610994.3994,1111.539512468012809508,15515340921.835785257746171714
57,AMPL,1562172386,50.894541318789486775,2020.812042419,12.845890704767475565,50995.988394098,25.69178140953495113,12190.332552949786771228,7.143611033434433093,1995418.294562471,9043.975971092452646436,2084871965.701223762391318805
58,REALTOKEN-18276-APPOLINE-ST-DETROIT-MI,1589809986,17.310361796543272273,71.033990663918315014,12.082362169991392079,102.644107705831410159,24.164724339982784158,11461.29150239732298076317609188189,17.394973452461588109,267.161469053254901805,50.820469163760801134,1518.154346888502842236
59,TRST,1544318729,35.050306395184049077,340162.232944,12.006602245358519957,1092243.478195,24.013204490717039914,11292.909124143920804816,37.680128163004002469,17332262.425921,818.50702795875709915,519634795824.622017675846482626
60,PAN,1566468708,27.718575620189684036,38331.194629125417737089,11.386291260686487578,187045.73491709044782762,22.772582521372975156,10977.79453962270007170123136586855,20,10804144.820209582317686155,1240.09765030346201963,114565623755.305085593490423874
61,DATA,1546809012,-6.268726761077473313,172304.758702513331267096,11.657748339668475961,179498.685339888488824002,23.315496679336951922,10976.562670857842312714,14.782063297160271923,34643208.850742516736984186,8918.129869585672682412,193469993608.694850201691697714
62,EH2,1580054205,0.006965799417060869,0.00000000000003418,0,0,0,10779.83073931219199914736888993914,0,240.00000000000003418,0.011312651166027567,11931815.709780708460575361
63,REALTOKEN-25097-ANDOVER-DR-DEARBORN-MI,1589810194,17.487880340885362805,70.857046628904246942,12.33510425687176788,101.638893435401324561,24.67020851374353576,10659.511926043518011626,17.580729476537629957,387.560564285253953739,71.056318226002994727,2293.267616377262355873
64,THKD,1568766529,4.474008372661449314,-9691.25290600912414987,0,0,0,10523.306066774988955517,0,229340.768206957951073686,156.43365261486051997,369808425.073623129292885701
65,TAUD,1568766486,4.036840346399163901,-1877.708780930921278788,0,0,0,10500.53242559816925829262135762051,0,50116.719227356361815014,182.692927768643146215,14916484.338577504960074144
66,BTU,1541530119,10.517785176787562585,9935.229146535998135117,10.508349643158860736,10547.517605634473597184,21.016699286317721472,10130.767781205273211981,32.732678241435729978,169891.270804576090124847,202.215934717721556387,150466401.719538680540578095
67,BNB,1541137924,13.3910891,270.499999820000000004,10.746892647049851834,337.274874804896282124,21.493785294099703668,10026.43447196048696609778494991753,13.3910891,66.77487498489628212,2.644196452950148166,1753.094237183810998459
68,cDAI,1557370532,-144.082813144199852335,994358.70591587,11.197395086840835596,101683.04385857,22.394790173681671192,9576.198997463687449652681718922719,8.283215486408505602,149926263.58962124,15991.834813199698785417,1492380263243.340700690865059859
69,VEE,1573921949,17.53352,1760752.755962509030209787,9.836613353180978632,3185796.143760115028642951,19.673226706361957264,9512.974351067935943932,121.928359014218280695,85271405.300628663474571952,341.482472112916780892,40371313487154.223262001221789727
70,MSDZAR,1580388503,6.807008806797606613,-372.444888085084535622,0,0,0,9374.222555144651539841851845006172,0,6919.483995548327545378,119.233108234909901105,423756.885360503445391528
71,EBASE,1570454419,-55.301235186729877078,13348.707355187391958605,0,0,0,8442.188208194571047095335138435985,0,188852.402407009439329253,777.996178209831305922,56281034.8967152113540088
72,BNT,1549416922,-120.978297466163643197,32384.259481943439348311,8.158755470018473609,4276.481939250616284897,16.317510940036947218,7882.191605639564254350717415473548,10.960556258157276078,5182414.982470277539160652,12352.169010196182060036,3013577444.034525613037637693
73,yDAI,1583010202,0.155977234204026277,-35.516071024175895546,0,0,0,7450.859674197285295786,0,420.483928975824104454,1.884264780076888687,95008.978238268992211475
74,CAFE,1576602467,-4.838587077904699529,53.000005705997164961,0,0,0,7345.536491172981726780447771847566,0,93.943710262897569159,9.640222009886439055,945.526919922070142605
75,NGNT,1578486934,13.324665569743808933,977643.74,7.87954592115423219,1624971.71,15.75909184230846438,6900.087299462271291711343618846057,15.672157241479848428,2877595.55,30.530048885210855707,296400712256.489799588010215542
76,MTB18,1576260583,6.556064354953012684,440.093051738554145447,7.856865845582799503,363.083035923903800907,15.713731691165599006,6831.34944529298067078776046343278,5.322952848763749729,615.008448333400702854,15.150850746448914933,26119.509860281192581924
77,TONS,1570306789,-1.096133797026946132,7650.849634161257748848,0,0,0,6810.850840287806230942,0,47650.849634161257748848,6.503867426850753436,360225299.329751159543897575
78,OWL,1576287788,5.044213609091320852,4513.255278522744196494,7.227573319349029481,3457.581733908767050306,14.455146638698058962,6786.684047351699169773,9.526526359605415515,111034.425103577563936496,252.691250527222079707,51789084.538946297371216928
79,CAMI,1580881169,1.825124404759471493,-52344.0813,0,0,0,6331.632900462114944834,0,134755.9187,4.149130506306576787,4548536187.145163124911587774
80,GOT,1570521241,-3.052391875746501852,1689.453256025725070948,0,0,0,5966.567864112101701146,0,4123.627226688924048038,6.947608124253498148,2340688.32988619282695488
81,MTB19,1576263596,6.5,474.46973333333333229,6.839797267238570684,451.40818836181027982,13.679594534477141368,5941.55134470187830343806946354203,6.799099999999999991,250.938455028476948074,4.183268903826391992,15322.932489062843746136
82,CALLIL,1579191951,-1.399437598202678149,1.150011990535388005,0,0,0,5655.098197207203785683,0,1.550011990535388005,2.081062364076441943,1.01624523357501446
83,STAKE,1588240037,35.030188220660248337,-3980.228105582959582718,0,0,0,5368.995482799347243819,0,135171.386799254910186008,1349.676283286077936467,15335517.618002967376773867
84,SEEDS,1569281173,0.62652807785519556,-2223038.4347677036,5.747889778566561052,21429.1442199107,11.495779557133122104,5091.044941923572864705,2.497000782824852297,11261126.2815110001,222.142044358804598018,6069528128006.08175547162577368
85,LPT,1542120032,7.996671820519945431,-107.61783982698307439,5.205775038089727444,1691.940427220580745868,10.411550076179454888,4907.348891775633415994640948310175,8.180804173517721125,718826.194669498551311696,6718.325811337277213417,115451014.594716175295801228
86,BUIDL,1585816015,-181.357643520269513035,2041489.482716624298254008,5.549738942447414723,94414.082767744224554236,11.099477884894829446,4813.568614059344551761,1.005786431668149511,19836002.626083285861165082,12794.116847901145332854,518200079415.463531013999707688
87,OLT,1580369247,8.346357814446837201,-337444.3498705696950221,0,0,0,4701.970449788496232694757084704355,0,1723526.035178826662372534,45.732864178664140069,69049605087.261631107855714879
88,EBET,1589785162,0,0,0,0,0,4661.506010798455204635333333333333,0,0,0,0
89,LEV,1574263249,-0.484740247067431614,-1437.986323783,0,0,0,4613.1002915463424803919312321173,0,2256855.132449583,371.17943522595720892,20481960428.893844316090147855
90,CBI,1567666798,-79.115360563812672197,126230.833583270411390231,0,0,0,4487.314843871324647703879625672937,0,850020.226129154231844855,558.726452520961813185,1365863546.400451003186257853
91,SENT,1548874917,9.18612039569251008,2100762.74438611,5.823828669531154377,3040201.52881693,11.647657339062308754,4434.084506726762588458525106000215,19.060749083488436404,939438.78443082,3.362291726161355703,344155982509.521783817248548004
92,FIXED,1560698315,-24.359601230236741506,98668.352691442769825565,0,0,0,4315.995718991947749454,0,119936.665462770075699199,26.729698233490415106,640616816.170215930434627761
93,BLT,1551159496,60.763833850607439538,-266657.937535056512923083,4.455718119459234373,63448.829035266338488179,8.911436238918468746,4311.527860474031002649522011951424,6.688540558838635259,35115233.046687497563645046,7827.088443146201683189,185330023498.742004650969584471
94,PASS,1566667078,11.36300202271876614,500.771217735973879714,5.636169558431379026,553.812834170020482479,11.272339116862758052,4305.886456777568423227,2.523498822182089628,2535.800952158437869379,99.296400829332309054,141283.702951955139362106
95,BEE,1547859842,20.56717393005149,920471.2812960235,4.708149214774603888,4067560.228533077221639761,9.416298429549207776,4148.30452579103627411659733100602,20.56717393005149,9169393.941510423817454701,43.336646588776645954,4351404264212.623853685199024385
96,VXV,1561402216,3.433554513518631338,89013.431708996485186704,4.291185160306595496,16778.095019343556992846,8.582370320613190992,4145.670283661325276403977429470175,0.710900911090995497,1846189.125527234208176104,942.802687580820963612,7486042494.627879094448632368
97,TOM,1580854830,3,28,4.996194240471511653,16.898110341746292984,9.992388480943023306,4054.626947500844405524710673021317,3,29.611232518274974506,9.339093792371268715,112.801362905522610917
98,FUSE,1567665104,-0.380318425293854123,9378.918177084959791581,0,0,0,3992.025157666231453439528576354599,0,105152.963174354135865667,4.803652567114112579,2281689346.056335175067153558
99,KNC,1541138038,-932.172289384382222357,232487.425636508695324944,4.083268101362127053,2080.498181107310984706,8.166536202724254106,3933.905980190031326624177109593636,3.576771168115335888,31841503.257914356720256518,91657.752260433594971756,13342848083.535592124139946183
